MB_num_2006  CAU_num_2006  NZDep2006  NZDep_score_2006  UR_pop_2006  
1275301      541710                  7              1021          144
1275302      620000                                                 0
1275400      541720                  7              1008           12
1275500      541720                  7              1008            0
1275600      541720                  7              1008            9
1275700      541332                  8              1055            9
1275800      541332                  8              1055            6
1275900      541332                  8              1055           33
1276000      541332                  8              1055            6
1276100      541332                  8              1055           18
1276201      541332                  8              1055           12
1276202      541332                  8              1055            0
1276300      541332                  8              1055            6
1276401      541332                  8              1055            0
1276402      541332                  8              1055            0
1276500      541332                  8              1055            0
1276602      541332                  8              1055           36
1276603      541332                  8              1055           18
1276604      541332                  8              1055            0
1276700      541332                  8              1055            3
1276800      541332                  8              1055           18
1276901      541332                  4               937           24
1276902      541332                  4               937           30
1277000      541332                  4               937           18
1277101      541332                  4               937            0
1277102      541332                  4               937           60
1277201      541332                  7              1003            9
1277202      541332                  7              1003           15
1277301      541332                  2               917          126
1277302      541332                  1               889           63
1277303      541332                  4               946          141
1277304      541332                  1               889          108
1277401      541332                  7              1003           63
1277402      541332                  7              1003           63
1277501      541312                 10              1141          105
1277502      541312                 10              1141           27
1277601      541312                  9              1078           78
1277602      541312                  9              1078           90
1277700      541312                 10              1146           66
1277800      541312                 10              1146           99
1277900      541312                 10              1146            0
1278000      541332                  4               944           87
1278101      541332                  1               898          111
1278102      541332                  3               933          156
1278103      541332                  2               909          150
1278104      541332                  2               901          117
1278201      541332                  4               944           87
1278202      541332                  2               900           42
1278203      541332                  2               900           66
1278204      541332                  2               900            6
1278304      541333                  2               914            3
1278305      541333                  2               914           15
1278307      541333                  4               940           33
1278308      541333                  4               940           39
1278309      541332                  2               914            6
1278310      541333                  2               914            0
1278311      541333                  2               914           27
1278312      541333                  2               914            9
1278313      541333                  2               914            0
1278314      541333                  2               914            6
1278315      541333                  2               914           24
1278316      541333                  2               914           39
1278317      541333                  2               914           18
1278318      541333                  2               914           21
1278319      541333                  2               914            9
1278320      541333                  4               940           30
1278321      541333                  4               940            0
1278322      541333                  4               940            6
1278402      541332                  2               914           84
1278403      541332                  2               914           54
1278404      541332                  2               914           54
1278405      541333                  2               914            0
1278406      541333                  2               914           42
1278407      541333                  2               914            0
1278500      541312                  2               910            6
1278600      541332                  3               926            6
1278700      541332                  3               926           45
1278801      541312                  2               910            6
1278802      541730                  2               910            0
1278900      541332                  3               926          138
1279004      541318                  3               926            0
1279006      541318                  2               910            0
1279007      541311                  4               937          102
1279008      541311                  1               887            6
1279009      541311                  1               887           51
1279010      541311                  1               887           60
1279011      541311                  3               926           21
1279012      541332                  3               926            6
1279014      541317                  2               910           60
1279015      541317                  4               935          174
1279016      541317                  1               895          138
1279017      541317                  3               926          171
1279018      541317                  6               977           87
1279023      541318                  6               977           84
1279024      541318                  2               910            3
1279025      541319                  3               918           75
1279026      541319                  3               918           60
1279027      541319                  3               918           69
1279028      541319                  1               889           75
1279029      541319                  1               889           93
1279030      541319                  5               968          114
1279031      541319                  3               932            0
1279032      541319                  2               915           81
1279033      541319                  3               932           66
1279034      541319                  3               932           66
1279035      541319                  2               915           96
1279036      541319                  3               932           93
1279037      541319                  1               894           15
1279038      541319                  4               946           87
1279039      541319                  1               894           54
1279040      541319                  1               894           45
1279041      541319                  4               946           69
1279042      541319                  4               946           60
1279105      541311                  1               880           18
1279106      541311                  2               912           93
1279107      541332                  1               880           42
1279108      541332                  1               880            6
1279109      541311                  1               880           12
1279110      541311                  1               880           21
1279111      541311                  1               880           36
1279112      541311                  2               912           96
1279113      541311                  1               874           63
1279114      541311                  1               874           57
1279201      541332                  1               889           42
1279202      541311                  1               889           42
1279203      541332                  1               880            0
1279300      541312                  2               910           66
1279403      541311                  4               935           63
1279404      541311                  4               935           93
1279405      541311                  4               935           54
1279406      541311                  2               904           48
1279407      541311                  1               889           36
1279408      541311                  2               904           45
1279409      541311                  2               904           48
1279501      541311                  6               984            3
1279502      541311                  6               984          159
1279601      541319                  3               926           15
1279602      541710                  3               926           33
1279700      541312                  9              1077            0
1279801      541312                  7              1003           36
1279802      541312                  9              1077            0
1279901      541343                  7              1003            3
1279902      541315                  7              1003            0
1279904      541313                  9              1077           18
1279905      541312                  9              1077           48
1279906      541315                  9              1077            6
1279907      541315                  9              1077            3
1279908      541740                  9              1077          159
1280002      541750                  1               894            0
1280003      541316                  1               894            6
1280005      541313                  1               894            0
1280009      541313                  1               894            3
1280010      541313                  1               894           15
1280011      541316                  4               946           21
1280012      541316                  4               946           15
1280013      541316                  5               973          177
1280014      541316                  4               946           45
1280015      541316                  4               946           33
1280016      541316                  5               973           75
1280017      541316                  1               894           54
1280018      541316                  1               894           36
1280101      541343                  7              1028           21
1280102      541343                  7              1028           30
1280103      541343                  7              1028            3
1280104      541343                  7              1028           48
1280201      541343                  9              1094           75
1280202      541343                  6               993            0
1280302      541343                  8              1040            0
1280303      541343                  8              1040           54
1280304      541343                  8              1040           30
1280305      541343                 10              1288          132
1280306      541343                  8              1040           60
1280400      542550                  9              1107            0
1280501      538841                  5               954           27
1280503      542550                  9              1107            0
1280504      541342                  9              1107           21
1280601      538841                  5               954          165
1280603      541343                  5               954            0
1280604      541342                  9              1107            0
1280702      541315                  4               938            0
1280703      541343                  4               938          210
1280705      541342                  9              1107           45
1280706      541343                  4               938            0
1280801      541343                  6               993            0
1280802      541343                  6               993            0
1280900      541342                 10              1158           45
1281001      541503                  7              1030           60
1281002      541342                 10              1158           48
1281004      545911                  7              1030            0
1281005      541503                  7              1030           15
1281006      542550                 10              1237            0
1281100      541503                  7              1030            6
1281200      545911                  7              1030           33
1281300      541503                  7              1030            0
1281401      541343                  2               899           12
1281403      541343                  2               899           24
1281404      541343                  3               923           30
1281405      541343                  3               923           27
1281406      541343                  2               899            9
1281407      541343                  2               899            0
1281408      541343                  3               923           36
1281409      541343                  3               923           33
1281410      541343                  2               899           18
1281411      541343                  2               899           21
1281412      541343                  3               923           27
1281413      541343                  2               899           12
1281414      541343                  2               899            6
1281415      541343                  2               899            3
1281501      541343                  6               993           36
1281502      541343                  6               993            9
1281503      541343                  6               993           21
1281504      541343                  6               993            6
1281505      541343                  9              1094           72
1281601      541343                  6               993            0
1281602      541343                  6               993           42
1281700      541503                  7              1030            0
1281800      541000                  5               967           30
1281900      541000                  5               967           51
1282000      541000                  5               967           27
1282100      541000                  2               903           24
1282200      541000                  2               903           39
1282300      541000                  2               903           15
1282400      541000                  2               903           30
1282500      541000                  2               903           24
1282600      541000                  2               903           24
1282701      541000                  8              1059           39
1282702      541000                  8              1059            3
1282800      541000                  7              1015           66
1282900      541000                  7              1015           30
1283000      541000                  8              1059           69
1283100      541000                  8              1059           45
1283200      541000                  8              1059           18
1283300      541000                  8              1059           21
1283400      541000                  8              1048           42
1283500      541000                  9              1076           45
1283600      541000                  8              1048           51
1283700      541000                  9              1076          102
1283800      541000                  7              1028           69
1283900      541000                  7              1028           33
1284000      541000                  7              1028           54
1284100      541000                  7              1004           84
1284200      541000                  7              1004            3
1284300      541000                  7              1004           12
1284400      541000                 10              1150           66
1284500      541000                  9              1123           69
1284600      541000                  9              1123           54
1284701      541000                  9              1138           54
1284702      541000                  9              1138           57
1284801      541000                 10              1165           51
1284802      541000                 10              1165           39
1284900      541000                 10              1165           66
1285000      541000                 10              1165           24
1285100      541000                  9              1138            0
1285200      541000                 10              1182           78
1285300      541000                 10              1182           51
1285400      541000                 10              1197           72
1285500      541000                  9              1138           84
1285600      541000                 10              1197           45
1285700      541000                 10              1149           42
1285800      541000                 10              1149           78
1285900      541000                  9              1090           57
1286000      541000                  9              1090           99
1286100      541000                  8              1055           90
1286200      541000                  8              1055           21
1286300      541000                  4               952          159
1286400      541000                  9              1129           57
1286500      541000                  9              1129           42
1286600      541000                 10              1221           51
1286700      541000                 10              1221           42
1286800      541000                 10              1221           30
1286900      541000                  5               968          114
1287000      541000                  5               968           42
1287100      541000                  9              1122           78
1287200      541000                 10              1150           60
1287300      541000                  9              1129            0
1287400      541000                  9              1129           30
1287500      541000                  9              1122           93
1287600      541000                 10              1235           54
1287700      541000                 10              1235           57
1287800      541000                 10              1150           96
1287900      541343                  9              1129           24
1288001      541343                  9              1129            0
1288002      541343                  9              1129          138
1288100      541343                  9              1129           45
1288200      541343                  9              1129            0
1288300      541343                  8              1055           24
1288400      541343                  8              1055           57
1288500      541343                  8              1055           39
1288601      541343                  8              1055            3
1288602      541343                  8              1055           15
1288701      541343                  8              1055           18
1288702      541000                  8              1055            0
1288802      541000                  9              1129            3
1288803      541501                  9              1129            0
1288804      541501                  9              1129           81
1288900      541501                  9              1129           57
1289001      541501                  9              1129            0
1289002      554900                  3               924            0
1289102      541501                  9              1129           69
1289106      541501                  9              1129            0
1289107      554900                  3               924            0
1289108      541502                  3               924            0
1289109      559210                  3               924            0
1289110      541503                  5               969            0
1289111      559000                  5               969            0
1289200      540900                 10              1256           45
1289300      540900                 10              1256           30
1289400      540900                 10              1256           60
1289500      540900                 10              1295           66
1289600      540900                 10              1295           51
1289700      540900                 10              1306          111
1289800      540900                 10              1254           18
1289900      540900                 10              1149           48
1290000      540900                 10              1149           66
1290100      540900                 10              1188           15
1290200      540900                 10              1254           75
1290300      540900                 10              1188           33
1290400      540900                 10              1188           42
1290500      540900                 10              1410           39
1290600      540900                 10              1410           27
1290700      540900                 10              1410           27
1290800      540900                 10              1282           33
1290900      540900                 10              1282           21
1291000      540900                 10              1195           48
1291100      540900                 10              1195           12
1291200      540900                 10              1282           36
1291300      540900                 10              1295           24
1291400      540900                 10              1295           24
1291500      540900                 10              1253           39
1291600      540900                 10              1253           36
1291700      541320                  7              1025            0
1291800      541320                  7              1025           30
1291900      541320                  7              1025            3
1292000      541320                  7              1025           24
1292100      541320                  7              1000           27
1292200      541320                  7              1000           12
1292300      541320                  7              1000           30
1292400      541320                  7              1025           24
1292500      541320                  7              1000           36
1292600      541320                  6               986           39
1292700      541320                  6               986           66
1292800      541320                  5               957           36
1292900      541320                  5               957          156
1293000      541320                  7              1030           87
1293100      541320                  4               949           45
1293200      541320                  4               949           87
1293300      541320                  4               949           63
1293400      541320                  5               957           24
1293501      541320                  2               911            6
1293502      541320                  2               911           75
1293600      541320                  5               963          132
1293701      541320                  2               911           30
1293702      541320                  2               911           15
1293800      541320                  5               972           42
1293900      541320                  5               972            6
1294001      541320                  5               972          171
1294002      541320                  5               972           33
1294003      541320                  5               972            9
1294101      542514                  6               981            0
1294102      541900                  6               981           72
1294103      542514                  6               981           12
1294200      542514                  6               995            3
1294300      541900                  4               937          132
1294400      541900                  5               970          201
1294500      541900                  6               995           93
1294601      541900                  3               921          129
1294602      541900                  3               932          234
1294700      541900                  3               919           60
1294800      541900                  3               919           87
1294900      541900                  3               927          120
1295000      542562                  3               927           15
1295100      542562                  5               962          111
1295200      542562                  3               927           48
1295301      542562                  9              1104            3
1295302      542562                  9              1104            9
1295400      542562                  9              1104           30
1295500      542562                  5               962            3
1295600      542562                  5               962           45
1295700      542561                  9              1104           99
1295800      542561                  9              1104           45
1295900      542561                  9              1104           48
1296000      542561                  8              1037           27
1296100      542561                  8              1037           18
1296200      542561                  8              1037           51
1296300      542561                  8              1037           69
1296400      542561                  8              1037           12
1296500      542514                  6               995           30
1296601      542514                                                15
1296602      542513                                                 0
1296701      542562                  2               901          174
1296702      542562                  3               927            9
1296801      541900                  6               992          264
1296803      541900                  4               941          294
1296804      541900                  6               977          177
1296805      541900                  1               893          204
1296902      541900                  4               941           87
1296903      541900                  5               969          276
1296904      541900                  4               941          150
1297001      541900                  4               939          105
1297002      541900                  3               934          183
1297100      542511                 10              1396          153
1297200      542511                  8              1060           57
1297300      542511                  9              1082          111
1297400      542511                  9              1082           21
1297501      542520                  7              1026           30
1297502      542511                  7              1026            9
1297600      542511                  8              1060          102
1297701      542520                  7              1026           96
1297702      542511                  7              1026           39
1297800      542520                  7              1026           33
1297901      542511                  8              1069           81
1297902      542511                  8              1069            0
1298000      542520                  8              1062           15
1298100      542520                  8              1062           21
1298200      542520                  9              1136          126
1298300      542520                  8              1062           99
1298403      542530                  4               946           12
1298404      542530                  4               946           75
1298405      542520                  8              1062           30
1298406      542520                  8              1062           27
1298500      542530                  3               930           42
1298601      542520                  6               981           51
1298602      542520                  6               981           33
1298702      542530                  3               930           30
1298704      542530                  3               930           39
1298705      542530                  3               930            0
1298706      542530                  3               920           45
1298707      542530                  3               930           24
1298801      542562                  7              1005           75
1298802      542530                  7              1005           36
1298901      542514                  6               981           27
1298902      542520                  6               981            0
1298903      542514                  6               981           21
1299000      542562                  3               920          108
1299102      542562                  7              1005            3
1299103      542562                  7              1005           48
1299104      542562                  7              1005           24
1299105      542562                  7              1005            0
1299200      542562                  3               931           18
1299300      542562                  5               959           48
1299400      542562                  5               959           63
1299500      542562                  3               931           54
1299600      542562                  3               931           27
1299700      542530                  5               967          138
1299800      542530                  3               934           57
1299900      542530                  3               934           87
1300001      542530                  4               943           21
1300002      542530                  4               943           30
1300100      542530                  4               943           24
1300200      542530                  4               943          114
1300300      542530                  1               883          150
1300400      542530                  4               946          108
1300500      542530                  4               944          159
1300600      542530                  4               944           63
1300700      542530                  8              1043           33
1300800      542530                  8              1043           27
1300901      542530                  3               925          138
1300902      542530                  3               925            9
1301001      542540                  8              1043           36
1301002      542530                  8              1043           27
1301101      542540                 10              1329           66
1301102      542530                 10              1329            9
1301200      542540                  6               983          165
1301301      542562                 10              1162            0
1301302      542540                  7              1018          126
1301303      542530                 10              1162           30
1301400      542540                 10              1162          102
1301501      542562                 10              1162            0
1301502      542540                 10              1349          114
1301600      542562                  9              1117            0
1301700      542540                 10              1329          123
1301800      542530                  8              1043           21
1301900      542562                 10              1325          108
1302000      542562                 10              1325           30
1302100      542562                 10              1325           24
1302200      542562                 10              1312          117
1302301      542562                 10              1262            3
1302302      542562                 10              1262            0
1302400      542562                 10              1262           51
1302500      542562                 10              1262           87
1302600      542562                 10              1262           21
1302700      542562                 10              1262           12
1302800      542562                 10              1264           84
1302900      542562                 10              1264           93
1303000      542562                 10              1262           75
1303101      542562                 10              1264            0
1303102      542562                 10              1264            0
1303103      542550                 10              1264            0
1303201      542562                 10              1264           12
1303202      542562                 10              1400          150
1303203      542562                 10              1264            3
1303301      542562                 10              1329           33
1303302      542562                 10              1386           87
1303400      542561                 10              1386           93
1303500      542561                 10              1329           51
1303600      542561                 10              1329           66
1303700      542562                 10              1329            9
1303801      542562                 10              1329            0
1303802      542550                 10              1329            0
1303900      542100                 10              1275          216
1304000      542100                 10              1269          126
1304100      542100                 10              1301          144
1304200      542100                 10              1267          111
1304301      542100                  9              1131           51
1304302      542100                  9              1131           63
1304400      542100                  9              1131           81
1304500      542410                  7              1022            0
1304601      542410                  7              1022           39
1304602      542410                  7              1022           42
1304700      542410                  7              1022           54
1304800      542410                  7              1022           24
1304900      542410                  7              1022            0
1305000      542410                  7              1022            0
1305100      542410                  7              1022           15
1305200      542410                  9              1120            0
1305300      542410                  9              1120          114
1305400      542410                  9              1079           99
1305500      542410                  7              1022            0
1305601      542440                  2               903          135
1305602      542410                  9              1135          207
1305701      542410                  2               903            0
1305702      542440                  2               903           54
1305801      542410                  2               913            6
1305802      542440                  2               913           99
1305901      542440                  2               913           93
1305903      542440                  1               883          153
1305904      542440                  3               930          186
1305905      542440                  1               880           96
1305907      542440                  1               872          114
1305908      542440                  1               880           60
1305909      542440                  1               880           36
1306000      542440                  8              1043           33
1306101      542440                  1               888            6
1306102      542514                  1               888            0
1306104      542440                  1               888           90
1306105      542440                  1               892          120
1306106      542440                  1               888           90
1306200      542410                  9              1099          117
1306300      542410                  9              1079          126
1306400      542410                  8              1037          153
1306500      542410                  7              1008          111
1306600      542410                  7              1008           72
1306700      542410                  6               995           66
1306800      542410                  6               995          123
1306900      542410                  8              1049           81
1307000      542410                  8              1049           84
1307100      542410                 10              1153          174
1307200      542410                  9              1129          156
1307300      542410                  8              1045          150
1307400      542410                  9              1109          114
1307500      542410                  9              1134          102
1307600      542410                  9              1130          231
1307700      542440                  8              1071          153
1307800      542440                  8              1041           81
1307900      542440                  8              1041           87
1308000      542440                  8              1043           48
1308100      542440                  9              1073          153
1308200      542440                  7              1024          168
1308300      542440                  9              1096          165
1308400      542440                  9              1119           96
1308500      542440                  7              1004          186
1308600      542440                  9              1123          132
1308701      542440                  5               960          144
1308702      542440                  6               975          117
1308800      542440                  6               995          201
1308900      542440                  7              1006          180
1309003      542440                  9              1085           75
1309004      542440                  5               960          126
1309005      542440                  9              1085           33
1309006      542440                  9              1085           21
1309007      542440                 10              1175           81
1309008      542440                 10              1175          120
1309100      542430                  4               952           96
1309200      542440                 10              1175           18
1309300      542440                 10              1175            3
1309400      542440                 10              1145          126
1309501      542410                  7              1025          159
1309502      542410                  7              1025           27
1309601      542410                  5               954           57
1309602      542410                  5               954           81
1309603      542410                  5               954           24
1309701      542410                  4               952          141
1309702      542410                  7              1006          171
1309800      542430                  7              1007          168
1309900      542430                  9              1090           84
1310000      542430                  9              1117          114
1310100      542422                  9              1129           51
1310200      542422                  9              1129           78
1310300      542422                  8              1051          162
1310400      542430                  6               986          105
1310500      542430                  6               986           96
1310600      542430                  6               993          192
1310700      542430                  9              1082          225
1310800      542430                  9              1100           78
1310900      542430                 10              1159            6
1311000      542430                 10              1159           39
1311100      542430                  9              1129           72
1311200      542430                  9              1100           87
1311300      542430                  9              1093          165
1311400      542430                 10              1159          102
1311500      542430                 10              1236          108
1311600      542430                  9              1103          186
1311700      542430                  9              1117          252
1311800      542430                 10              1163          126
1311900      542430                 10              1210          270
1312000      542430                  4               952          198
1312100      542430                  8              1057          135
1312200      542430                 10              1471          261
1312301      542421                  3               934          237
1312303      542421                  1               890          201
1312304      542421                  3               930          144
1312305      542421                  3               930           69
1312306      542421                  1               890          201
1312400      542421                  3               930           21
1312500      542422                  8              1033          207
1312600      542422                  7              1006           93
1312700      542422                  6               988          132
1312800      542422                  2               908           60
1312900      542422                  2               908          132
1313000      542422                  7              1006           96
1313100      542422                  6               988          171
1313200      542422                  7              1028          105
1313300      542422                  5               972          123
1313400      542422                  7              1002          195
1313500      542422                  6               974           99
1313601      542422                 10              1198          195
1313603      542422                 10              1209          135
1313604      542422                 10              1187          207
1313605      542422                  9              1101          225
1313608      542422                 10              1173          153
1313609      542422                 10              1374          165
1313610      542422                 10              1453          117
1313611      542422                 10              1184           99
1313612      542422                 10              1184           84
1313701      619701                                                 0
1313703      619702                                                 0
1313704      619702                                                 0
1313801      619702                                                 0
1313802      619900                                                 0
1313900      542600                 10              1462           54
1314000      542600                 10              1462            3
1314100      542600                 10              1462            0
1314200      542600                 10              1308           78
